destination,country/city
Vuma Cliffs,Kenya
Jumba la Mtwana,Kenya
Kipini Wildlife Conservancy,Kenya
Kipepeo Butterfly Farm,Kenya
Nyali Beach,Kenya
Haller Park,Kenya
Sheldrick Falls,Kenya
Fort Jesus,Kenya
Central Island National Park,Kenya
South Island National Park,Kenya
Maralal National Sanctuary,Kenya
Shurr Community Conservancy,Kenya
Grande Riviere Beach,
Corbin Local Wildlife Park,
Rio Seco Waterfall,
Samburu National Reserve,Kenya
Pitch Lake,
Mopion Island,
Lower Bay,
Wallilabou Falls,
Old Hegg Turtle Sanctuary,
Happy Bay,
Sandy Beach,St Lucia
La Toc Beach,St Lucia
Lovers Beach,
Cas-en-Bas,St Lucia
Pigeon Island National Landmark,St Lucia
Brimstone Hill Fortress National Park,
Grande Anse des Salines,Martinique
Jardin de Balata,Martinique
Baie de Pompierre,Guadeloupe
Anse la Roche,Grenada
Réserve Cousteau,Guadeloupe
Anse Laborde,Guadeloupe
Paradise Beach,Grenada
Nutmeg Processing Cooperative,Grenada
Mount Richmond Petroglyph,Grenada
Annandale Falls,"Grenada,Grenada Island"
Underwater Sculpture Park,Grenada
Batibou Beach,Dominica
Blue Room,
Jan Thiel Beach,
Umoja Village,Kenya
Flamingo Sanctuary,
Braganza House,"India,Goa"
Fourteen Falls,Kenya
Karunguru Coffee Estate,Kenya
Mt Kenya Wildlife Conservancy Animal Orphanage,Kenya
Rhino Sanctuary,Kenya
Meru National Museum,Kenya
Kakamega Forest National Reserve,Kenya
Thomson’s Falls,Kenya
Crying Stone of Ilesi,Kenya
Aberdare National Park,Kenya
Kitale Museum,Kenya
Arboretum,Kenya
Mt Elgon National Park,Kenya
Thimlich Ohinga Archaeological Site,Kenya
Kisumu Main Market,Kenya
Rock Paintings,Kenya
Tom Mboya’s Mausoleum,Kenya
Barkers National Park,Cayman Islands
Crystal Caves,Cayman Islands
Narok Museum,Kenya
Masai Mara National Reserve,Kenya
Wreck of the 10 Sail Monument,Cayman Islands
Donkey Sanctuary Bonaire,
Pedro St James,Cayman Islands
Fort Oranje,Sint Eustatius
Mangazina di Rei,
Washington-Slagbaai National Park,Bonaire
St Nicholas Abbey,Barbados
Bath,Barbados
Paynes Bay Beach,Barbados
Shark Hole,Barbados
Pebbles Beach,Barbados
Taita Hills WWI Museum,Kenya
Voi War Cemetery,Kenya
Galana River,Kenya
La Sagesse Nature Centre,Grenada
Leviathan,Kenya
Engelskmannsbrygga,Norway
Marathon Archaeological Museum,Greece
Hot Springs & Geysers,Kenya
Norsk Fiskeværsmuseum,Norway
Hot Springs,Kenya
Soysambu Conservancy,Kenya
Grave of Denys Finch Hatton,Kenya
Spanish Mission House,Equatorial Guinea
Lake Zilé,Gabon
Evouat,Equatorial Guinea
Benito River Bridge,Equatorial Guinea
Moka Mirador,Equatorial Guinea
Arena Blanca,Equatorial Guinea
Catedrál de Santa Isabel,Equatorial Guinea
Sor River Waterfalls,Ethiopia
Anuak Market,Ethiopia
Palace of Abba Jiffar,Ethiopia
Coffee Plantation,Ethiopia
Kumsa Moroda Palace,Ethiopia
Bedele Beer Factory,Ethiopia
Bebeka Coffee Plantation,Ethiopia
Museum,Ethiopia
Livestock Market,Ethiopia
Lakes Afambo & Gumare,Ethiopia
Lake Hora,Ethiopia
Baby Beach,
Natural Pool,
California Lighthouse,
Wallings Dam & Reservoir,
Mt Obama,
Deep Bay,
Eagle Beach,
Princess Diana Beach,
Woburn Abbey,England
Spiaggia Grande di Acciaroli,Italy
Castellabate Beach,Italy
Agios Filon Beach,Cyprus
Basilica of Agia Triada,Cyprus
Karpaz Gate Marina,Cyprus
Ancient Salamis,Cyprus
Venetian Walls,Cyprus
St Hilarion Castle,Cyprus
Agios Mamas Orthodox Church,Cyprus
Maheras Monastery,Cyprus
Louma Beach,Cyprus
Fig Tree Bay,Cyprus
Lambousa Fish Ponds,Cyprus
Bellapais Abbey,Cyprus
Famagusta Cultural Centre,Cyprus
Traditional House,Cyprus
Filwoha Hot Springs,Ethiopia
Folk Art Museum,Cyprus
Museum of Natural History,Cyprus
Lefkara Folk Art Museum,Cyprus
Zenobia,Cyprus
Lara Beach,Cyprus
Kouyiouka Watermill,Cyprus
Pafos Archaeological Site,Cyprus
Panagia Forviotissa,Cyprus
Timiou Stavrou Monastery,Cyprus
Kykkos Monastery,Cyprus
Kourion Museum,Cyprus
Ancient Kourion,Cyprus
Mago National Park,Ethiopia
Market,Ethiopia
Arfaide,Ethiopia
Holy Monastery of St Nicholas of the Cats,Cyprus
Konso Museum,Ethiopia
Hayzo,Ethiopia
Crocodile Market,Ethiopia
Lake Abaya,Ethiopia
Borana National Park – Yabelo Wildlife Sanctuary,Ethiopia
Far Cap de Creus,Spain
Lake Awasa,Ethiopia
Rastafarian Community,Ethiopia
Hayk Estifanos Monastery,Ethiopia
Dessie Museum,Ethiopia
Monday Market,Ethiopia
Martyrs’ Memorial,Ethiopia
Abuna Yemata Guh,Ethiopia
Monastery of Abba Garima,Ethiopia
Dega Estefanos,Ethiopia
Gebel Serbal,Egypt
St Catherine's Monastery,Egypt
Hammam Musa,Egypt
Blue Hole,Egypt
Parque de la Amistad,"Mexico,Baja California"
Reserva de la Biosfera Sierra Gorda,Mexico
Paquimé,Mexico
Bosque Secreto,Mexico
Parque Marine Nacional Bahía de Loreto,"Mexico,Baja California"
Aconchi Hot Springs,Mexico
Área de Protección de Flora y Fauna Cuatrociénegas,Mexico
El Tépalo Waterfall,Mexico
Morelos Monument,Mexico
Las Piedrotas,Mexico
Instituto Cultural de Cabañas,Mexico
Bibliotheca Alexandrina,Egypt
Izapa Ruins,Mexico
Yaxchilán,"Mexico,Chiapas"
Na Bolom,Mexico
Zona Arqueológica de Iglesia Vieja,Mexico
Ruíz Cortines,Mexico
Zoológico Miguel Álvarez del Toro,Mexico
Chinkultic Ruins,Mexico
Badr’s Museum,Egypt
Qarat Al Muzawwaqa,"Egypt,Western Desert"
Parque Benito Juárez,"Mexico,Oaxaca"
Necropolis of Al Bagawat,"Egypt,Western Desert"
Playa Zicatela,"Mexico,Oaxaca"
Teotihuacán,Mexico
Cocodrilario de Chacahua,Mexico
Museo de las Culturas Afromestizas,Mexico
Temple of Ramses II,Egypt
Playa Maruata,Mexico
Lagodekhi Protected Areas,Georgia
Abandoned Palace of Culture,Georgia
Tsminda Sameba Church,Georgia
Gelati Monastery,Georgia
Kolttien Perinnetalo,Finland
Novy Afon Monastery,Georgia
Batumi Boulevard,Georgia
Kylätalo Giisá,Finland
Hossa National Park,Finland
Temple of Seti I,Egypt
Tuna Al Gebel,Egypt
Temple of Bubastis,Egypt
Mosque of Al Sayyed Ahmed Al Badawi,Egypt
Temple of Horus,Egypt
Museo Carlos Gardel,Uruguay
Saqqara,Egypt
Cuatro Calas,Spain
Mirador El Pujol,Spain
Cimetière Marin,Djibouti
Boyoma Falls,Democratic Republic of Congo
Parc National de Kahuzi-Biéga,Democratic Republic of Congo
Parc National des Virunga,Democratic Republic of Congo
Jardin Botanique de Kisantu,Democratic Republic of Congo
La Côte Sauvage,
Source du Nil,Burundi
Musée National de Gitega,Burundi
Calakmul,"Mexico,Yucatán Peninsula"
Laguna de Términos,Mexico
Hôtel de l’Oasis Rouge,Algeria
Timgad,Algeria
Edzná,Mexico
Chichén Itzá,Mexico
Reserva de la Biosfera Ría Celestún,Mexico
Uxmal Ruins,"Mexico,Yucatán Peninsula"
Chacchoben,"Mexico,Yucatán Peninsula"
Church,Sweden
Tulum Ruins,Mexico
Santa's Winter Village,Sweden
Nutti Sámi Siida,Sweden
Inlandsbanemuseet,Sweden
Ájtte Museum,Sweden
Atoklimpen,Sweden
Stensele Kyrka,Sweden
Laponia World Heritage Area,Sweden
Silvermuseet,Sweden
Ströms Hembygdsförenings,Sweden
Taistelijan Talo,Finland
Iittala Glass Factory,Finland
Keuruun Vanha Kirkko,Finland
Ruoveden Kotiseutumuseo,Finland
Sankt Andreas Kyrka,Finland
Sankta Birgitta Kyrka,Finland
Kumlinge Apotek,Finland
Sankt Olof Kyrka,Finland
Bomarsund Fästningsruin,Finland
Gammelstad,Sweden
Stora Karlsö,"Sweden,Gotland"
Krapperups Slott,"Sweden,Skåne"
Neptuni åkrar,Sweden
Grenna Museum – The Andrée Expedition – Polar Centre,Sweden
Eketorp,Sweden
Kosta Glassworks,Sweden
Husqvarna Fabriksmuseum,Sweden
Kalmar Slott,Sweden
Ammassalik Museum,Greenland
Qeqertarsuaq Museum,Greenland
Uummannaq Museum,Greenland
Glimmingehus,"Sweden,Skåne"
Paamiut Museum,Greenland
Fotevikens Museum,"Sweden,Skåne"
Lunds domkyrka,Sweden
The Southern Fjords,Greenland
Centenarians Museum,Azerbaijan
Bazaar,Azerbaijan
İmamzadə,Azerbaijan
Chabiant Winery,Azerbaijan
Xan Sarayı,Azerbaijan
Nordiska Akvarellmuseet,Sweden
Vinga,Sweden
Qobustan Petroglyph Reserve,Azerbaijan
Laza,Azerbaijan
Läckö Slott,Sweden
Qala Ethnographic Museum Complex,Azerbaijan
Långfjällets Natureservat,Sweden
Orsa Rovdjurspark,Sweden
Merikeskus Vellamo,Finland
Ekenäs Archipelago National Park,Finland
Houtskär Skärgårdsmuseum,Finland
Pargas Hembygdsmuseum,Finland
Serlachius Museum Gösta,Finland
Areni-1 Cave,Armenia
Noravank,Armenia
Haghpat Monastery,Armenia
Hovhannes Tumanyan House Museum,Armenia
Lori Berd,Armenia
Noratus,Armenia
Gamla Uppsala,Sweden
Château de la Rochepot,France
Château du Clos de Vougeot,France
Iron Mine,Sweden
Siaröfortet Museum,Sweden
Batteri Arholma,Sweden
Drottningholm Slott,Sweden
Cuevas de Jumandí,Ecuador
Post Office Bay,Ecuador
Centro Cultural Esmeraldas,"Ecuador,North Coast & Lowlands"
Museo del Pueblo Salasaca,Ecuador
Site Entrance,Colombia
Museo del Oro,Colombia
Jardín Botánico del Pacífico,Colombia
Magdalenefjord,Norway
Juhls' Sølvsmie,Norway
Steilneset Memorial,Norway
Stabbursdalen National Park,Norway
Setermoen Church,Norway
Alta Museum,Norway
Trondenes Kirke,Norway
Spaceship Aurora,Norway
Foto Galleri,Norway
Hamsunsenteret,Norway
Stiklestad Church,Norway
E-huset,Norway
Petter Dass Museum,Norway
Norveg,Norway
Polarsirkelsenteret,Norway
Selja Monastery,Norway
Trollstigen,Norway
Dale Kyrkje,Norway
Hopperstad Stave Church,Norway
Undredal Church,Norway
Utsira,Norway
Kunsthuset Kabuso,Norway
Hardanger Maritime Museum,Norway
Baroniet Rosendal,Norway
Ringebu Stave Church,Norway
Rygnestadtunet,Norway
Mímisbrunnr Klimapark 2469,Norway
Eidsborg Stave Church,Norway
Olympic Park,Norway
Gaustabanen Cable Railway,Norway
Heddal Stave Church,Norway
Whaling Museum,Norway
Egersund Fayancemuseum,Norway
Parque Nacional Natural (PNN) Puracé,Colombia
Skagens Museum,Denmark
Marina,Denmark
Chamare Museum,Malawi
Adelgade,Denmark
VadehavsCentret,Denmark
Indelukket,Denmark
Ribe Domkirke,Denmark
Klekkende Høj,Denmark
Nyord Village,Denmark
Fuglsang Kunstmuseum,Denmark
Ordrupgaard,"Denmark,Copenhagen,Around Copenhagen"
György Ráth Museum,"Hungary,Budapest"
Hungarian National Museum,"Hungary,Budapest"
Great Synagogue,"Hungary,Budapest"
Liberty Monument,"Hungary,Budapest"
Basilica of St Stephen,"Hungary,Budapest"
Castle Hill,"Hungary,Budapest"
Pesti Vigadó,"Hungary,Budapest"
Cueva de los Pincheira,Chile
Iglesia Santa María de Loreto,Chile
Maison de la Salers,France
Victoria Falls World Heritage National Monument Site,Zambia
City Park,"USA,New Orleans"
Newcomb Art Museum,"USA,New Orleans"
Lafayette Cemetery No 1,"USA,New Orleans"
Crescent Park,"USA,New Orleans"
Ogden Museum of Southern Art,"USA,New Orleans"
Washington National Cathedral,"USA,Washington, DC"
United States National Arboretum,"USA,Washington, DC"
District of Columbia Arts Center,"USA,Washington, DC"
Jackson Square,"USA,New Orleans"
Phillips Collection,"USA,Washington, DC"
National Archives,"USA,Washington, DC"
US Capitol,"USA,Washington, DC"
Grace Cathedral,"USA,San Francisco"
Dumbarton Oaks,"USA,Washington, DC"
Rainbow Honor Walk,"USA,San Francisco"
Haight Street,"USA,San Francisco"
White House,"USA,Washington, DC"
National Museum of African American History & Culture,"USA,Washington, DC"
Golden Gate Park,"USA,San Francisco"
826 Valencia,"USA,San Francisco"
City Lights Books,"USA,San Francisco"
San Francisco Museum of Modern Art,"USA,San Francisco"
Golden Gate Bridge,"USA,San Francisco"
Plage Les Hattes,South America
Shri Krishna Temple,"India,Kerala"
Canopy Walkway,
Kaieteur Falls,
Thattekkad Bird Sanctuary,"India,Kerala"
Neyyar Wildlife Sanctuary,"India,Kerala"
Udaigiri Cave Shrines,India
Lalaji Bay,India
Munda Pahar Beach,India
Butler Bay,India
Mahatma Gandhi Marine National Park,India
Sittannavasal,India
Parque Nacional Manu,Peru
Cholamandal Artists’ Village,India
Veerbhadra Temple,India
Sri Kalahasteeswara Temple,India
Palace Area,India
Borra Caves,India
Amaravathi Stupa,India
Thotlakonda,India
Bhongir Fort,India
Durga Temple,India
Temples,India
Nalakunad Palace,India
Hanuman Temple,India
St Mary's Island,India
Krishna Temple,India
Hoysaleswara Temple,India
Manjunatha Temple,India
Golden Temple,India
Channakeshava Temple,India
Raigad Fort,India
Tadoba-Andhari Tiger Reserve,India
Sindhudurg Fort,India
Nrityagram,India
Wild Ass Sanctuary,India
Lenyadri,India
Archaeological Excavations at Mansar,India
White Desert,India
Kirti Mandir,India
Narara Marine National Park,India
Velavadar Blackbuck National Park,India
Statue of Unity,India
Pavagadh,India
Bhojeshwar Temple,India
Rani Mahal,India
Ratnagiri,India
Vanishing Sea,India
Jagannath Temple,India
Chatikona Market,India
Neermahal,India
Chilika Ecopark,India
Nongriat Root Bridges,India
Blue Mountain,India
Nalabana Island,India
Keibul Lamjao National Park,"India,Manipur"
Rajbari Park,India
Talatal Ghar,India
Tawang Gompa,India
Jawaharlal Nehru State Museum,India
Lachung Gompa,India
Tocklai Tea Research Institute,India
Rumtek Gompa,India
Nalanda Ruins,India
Hanseswari Temple,India
Kolhua Complex,India
Eklakhi Mausoleum,India
Fort of São João Baptista,Mozambique
Zambezi Delta Wetlands & Marromeu Special Reserve,Mozambique
Chimanimani National Reserve,Mozambique
Igreja de Nossa Senhora dos Remedios,Mozambique
Badrinath Temple,India
Chandak,India
Valley of Flowers National Park,India
Bahu Begum Ka Maqbara,"India,Uttar Pradesh"
Tabo Gompa,India
Dhankar Gompa,India
Triloknath Temple,India
Baijnath Temple,India
Rohtang La,India
Chandratal,India
Qila Mubarak,India
Jawal-Ji Temple Complex,India
Hatkeshwari Mata Temple,India
Sherabling Monastery,India
Gallu Devi,"India,Dharamsala"
Border-Closing Ceremony,India
Brahmasarovar,India
Prashara Temple,India
Kesgarh Sahib,India
Sultanpur Bird Sanctuary,India
Polem Beach,"India,Goa"
Galgibag Beach,"India,Goa"
Chapora Fort,"India,Goa"
Museum of Goa,"India,Goa"
Aswem Beach,"India,Goa"
Fort Aguada,"India,Goa"
Murmuria Haveli,"India,Rajasthan"
Dudhsagar Falls,"India,Goa"
Church of Our Lady of Compassion,"India,Goa"
Church of Nossa Senhora de Penha de Franca,"India,Goa"
Church of St Anne,"India,Goa"
Aath Havelis,"India,Rajasthan"
Char Chowk Haveli,"India,Rajasthan"
Sone ki Dukan Haveli,"India,Rajasthan"
Surya Temple,"India,Rajasthan"
Basilica de Bom Jesus,"India,Goa"
Le Prince Haveli,"India,Rajasthan"
Taj Mahal,"India,Uttar Pradesh"
Salim’s Paper,"India,Rajasthan"
Ram Gopal Poddar Chhatri,"India,Rajasthan"
Amber Fort,"India,Rajasthan"
Dundlod Fort,"India,Rajasthan"
Rani-ki-Vav,India
Uetliberg Aussichtsturm,Switzerland
Centre Pro Natura d'Aletsch,Switzerland
Gresso,Switzerland
Grand St Bernard Museum,Switzerland
Fiesch & Eggishorn Cable Car,Switzerland
Château de Nyon,Switzerland
Ligerz Wine Museum,Switzerland
Parco Scherrer,Switzerland
La Tour de Gourze,Switzerland
Swiss National Park,Switzerland
Swiss Tectonic Arena Sardona,Switzerland
Château de Lutry,Switzerland
Kloster St Johann,Switzerland
Abbatiale de Payerne,Switzerland
Creux du Van,Switzerland
Château de Morges,Switzerland
Bachalpsee,Switzerland
Poschiavo,Switzerland
Guarda,Switzerland
Diavolezza,Switzerland
Oberblegisee,Switzerland
Tödi,Switzerland
Rheinfall,Switzerland
Flumserberg,Switzerland
Schloss Arenenberg,Switzerland
Fraumünster,Switzerland
Sammlung Rosengart,Switzerland
Val Bavona,Switzerland
Kloster Disentis,Switzerland
Corippo,Switzerland
Vitra Campus,Switzerland
Rütli Meadow,Switzerland
Centovalli Railway,Switzerland
Monte Generoso,Switzerland
Santuario della Madonna del Sasso,Switzerland
Campione d’Italia Casino,Switzerland
Simplon Pass,Switzerland
Museo delle Dogane Svizzere,Switzerland
Espace Ella Maillart,Switzerland
Aletsch Glacier,Switzerland
Fondation Pierre Gianadda,Switzerland
Jungfraujoch,Switzerland
Skyline Walk,Switzerland
Alpengarten,Switzerland
Musée de l’Horlogerie du Locle,Switzerland
Emmentaler Schaukäserei,Switzerland
Musée de Charmey,Switzerland
Zentrum Paul Klee,Switzerland
Peak Walk by Tissot,Switzerland
Chaplin's World,Switzerland
Agricultural Museum,Namibia
Kolmanskop,Namibia
Town Museum,Namibia
Naute Kristall,Namibia
Duwisib Castle,Namibia
Farm Ibenstein Weavery,Namibia
Kuiseb Canyon,Namibia
Cape Cross Seal Reserve,Namibia
Tsisab Ravine,Namibia
Otjinjange & Hartmann’s Valleys,Namibia
Twyfelfontein Rock Engravings,Namibia
Bwabwata National Park,Namibia
Dinosaur Footprints,Namibia
Kristall Kellerei Winery,Namibia
Ruacana Falls,Namibia
Khaudum National Park,Namibia
Okonjima Nature Reserve,Namibia
Townend,England
Baines’ Baobabs,Botswana
Kuru Art Project,Botswana
Mannyelanong Game Reserve,Botswana
Mercado de las Brujas,Bolivia
Tree of True Knowledge,Botswana
Parc Sarakawa,Togo
Cascade de Womé,Togo
Parc National de Fazao-Malfakassa,Togo
Tiwai Island Wildlife Sanctuary,Sierra Leone
Vogan Friday Market,Togo
Ventisquero Negro,Argentina
Tamberma Compound,Togo
Aerosilla Campanario,Argentina
Aerosilla Cerro Bellavista,Argentina
Cascada Chachín,Argentina
Teleférico Cerro Otto,Argentina
Electric Railways Museum,Greece
Spanish Cannon,Panama
Puerto Indio,Panama
Tacugama Chimpanzee Sanctuary,Sierra Leone
Fuerte de San Gerónimo,Panama
Dubbag (Isla Pino),Panama
Assudub (Achutupu),Panama
Diadup (Isla Coco Bandera),Panama
Corazón de Jesús–Narganá Footbridge,Panama
Fuerte San Lorenzo,Panama
Snyder (Changuinola) Canal,Panama
Boca del Drago,Panama
Parque Nacional Marino Isla Bastimentos,Panama
Finca Dracula,Panama
Parque Nacional Volcán Barú,Panama
Arte Cruz,Panama
Living Hunter’s Museum of the Ju/'Hoansi,Namibia
Mlomp Musée de la Tradition Diola,Senegal
Heritage Centre,Malawi
Peace Memorial Park,Japan
Brass Casters Street,Nigeria
Jos National Museum,Nigeria
Nike Centre for Art & Culture,Nigeria
Osun Sacred Grove,Nigeria
Le Ksar al Kiali,Mauritania
Refugio de Vida Silvestre Playa Barqueta,Panama
Cerro Tute,Panama
Playa Barqueta,Panama
Iglesia Santa Librada,Panama
Parque Nacional Coiba,Panama
Iglesia de San Francisco de la Montaña,Panama
Isla Cañas,Panama
Refugio de Vida Silvestre Isla Iguana,Panama
Academia de Costumbres y Tradiciones Gabriel Villarreal,Panama
Taller Dario López,Panama
Varela Hermanos,Panama
Ceramica Hermanos Calderón,Panama
Iglesia San Atanasio,Panama
Basilica Mayor San Juan Bautista,Panama
Azucarera Nacional Ingenio Santa Rosa,Panama
Cigarros Joyas de Panama,Panama
Playa Chame,Panama
Miraflores Visitors Center,Panama
Sistema de Humedales de San Miguelito,Nicaragua
Catholic Church,Nicaragua
Museo Arqueológico Gregorio Aguilar Barea,Nicaragua
Virgen de Cuapa Santuario,Nicaragua
Reserva Hídrica Municipal La Chorrera,Nicaragua
Cueva Santo Domingo,Nicaragua
Sitio Arqueologico La Laguna,Nicaragua
Museo Auka Tangki,Nicaragua
Museo Precolombino de Chagüitillo,Nicaragua
La Bujona,Nicaragua
Casa Natal Rubén Darío,Nicaragua
Monumento Nacional Cañon de Somoto,Nicaragua
El Jaguar,Nicaragua
Reserva Natural Macizos de Peñas Blancas,Nicaragua
Santuario de la Virgen de la Piedra,Nicaragua
Cerro Mogotón,Nicaragua
Cerro de Jesús,Nicaragua
Galería del Arte El Jalacate,Nicaragua
Mirador,Nicaragua
Parque Central,Nicaragua
Los Volcancitos,Nicaragua
Flor de Caña,Nicaragua
Basílica de Nuestra Señora de la Inmaculada Concepción de la Virgen María,Nicaragua
Arch’s Iguana Farm,Honduras
Los Hervideros de San Jacinto,Nicaragua
Museo Enrique B. Mántica,Nicaragua
Reserva Natural Volcán Momotombo,Nicaragua
Cascada Zacate,"Honduras,Northern Honduras"
Roatán Marine Park,Honduras
Carambola Botanical Gardens,Honduras
Refugio de Vida Silvestre La Flor,Nicaragua
Cascada Zacate,Honduras
Nuestra Señor de Rescate,Nicaragua
Lancetilla Botanical Garden & Research Center,Honduras
Fortaleza Santa Bárbara de Trujillo,Honduras
Copán Archaeological Site Ruins,Honduras
Isla El Muerto,Nicaragua
Rastrajon,Honduras
Reserva Natural Volcán Mombacho,Nicaragua
Biblioteca Augusto C Sandino,Nicaragua
Gaia Estate,Nicaragua
Parque Nacional Volcán Masaya,Nicaragua
Parque Nacional La Tigra,Honduras
Mirador el Boquete,Nicaragua
Nuestra Señora de Loreto,Argentina
Museo Arqueológico Tendirí,Nicaragua
Gorges de Daluis,France
Joya de Cerén,El Salvador
Parque Balboa,El Salvador
Parque El Boquerón,El Salvador
Parque Arqueológico Takalik Abaj,Guatemala
Iglesia Católica,Guatemala
Parque Natural das Lagoas de Cufada,Guinea-Bissau
Iximché Archaeological Site,Guatemala
San Miguel & Tayazal,Guatemala
Home Museum of Amílcar Cabral,Guinea-Bissau
Volcán de Ipala,Guatemala
Artissal,Guinea-Bissau
Semuc Champey,Guatemala
El Castillo de San Felipe,Guatemala
Chutes de Saala,Guinea
Centre d'Exposition Artisanal de N'zérékoré,Guinea
Musée Préfectoral de Kissidougou,Guinea
Jardins Auguste Chevalier,Guinea
Grutas de Lanquín,Guatemala
